HUGO_name,len,Hs_uniprot_code
MYH10,1976,P35580
TIE1,1138,P35590
COPB2,906,P35606
ACTN2,894,P35609
SOAT1,550,P35610
ADD1,737,P35611
ADD2,726,P35612
BSG,385,P35613
TIMP3,211,P35625
GRK3,688,P35626
FUS,526,P35637
DDIT3,169,P35638
NUP214,2090,P35658
DEK,375,P35659
CYLC1,651,P35663
ATP7B,1465,P35670
HNF1B,557,P35680
SOX5,763,P35711
SOX6,828,P35712
SOX18,384,P35713
SOX11,441,P35716
MYH11,1972,P35749
GLRX,106,P35754
ZNF93,620,P35789
CHKA,457,P35790
PPM1A,382,P35813
IGFALS,605,P35858
AHR,848,P35869
KRT20,424,P35900
KRT2,639,P35908
PDE6B,854,P35913
HMGCL,325,P35914
FLT4,1363,P35916
KDR,1356,P35968
PSMC2,433,P35998
SLC16A2,539,P36021
CHI3L1,383,P36222
GGT2,569,P36268
GGT5,586,P36269
GJA5,358,P36382
GJC1,396,P36383
TCF7,384,P36402
ARL2,184,P36404
ARL3,182,P36405
TRIM23,574,P36406
MAP2K2,400,P36507
ZNF76,570,P36508
UGT2B10,528,P36537
ATP5F1C,298,P36542
ATP6V1E1,226,P36543
CHRNA7,502,P36544
CPOX,454,P36551
ARR3,388,P36575
RPL4,427,P36578
NUDT1,197,P36639
LONP1,959,P36776
PGM1,562,P36871
PPP1CC,323,P36873
FLT3,993,P36888
BMPR1A,532,P36894
ACVR1B,505,P36896
TGFBR1,503,P36897
GNL1,607,P36915
LTBR,435,P36941
SERPINB5,375,P36952
POLR2I,125,P36954
SERPINF1,418,P36955
SREBF1,1147,P36956
DLST,453,P36957
GMPR,345,P36959
GPX4,197,P36969
CFHR2,270,P36980
ACVRL1,503,P37023
HSD17B3,310,P37058
HSD17B2,387,P37059
SCNN1A,669,P37088
SRP14,136,P37108
TGFBR2,567,P37173
NUP62,522,P37198
PPARG,505,P37231
HPCAL1,193,P37235
FDFT1,417,P37268
ZEB1,1124,P37275
PIGA,484,P37287
AVPR1A,418,P37288
TAGLN2,199,P37802
TALDO1,337,P37837
SNCA,140,P37840
ETFB,255,P38117
RBMX,391,P38159
BRCA1,1863,P38398
GNAL,381,P38405
COIL,576,P38432
GGCX,758,P38435
IFNGR2,337,P38484
SPAM1,509,P38567
ITGAE,1179,P38570
LIPA,399,P38571
ATP6V1A,617,P38606
HSPA9,679,P38646
EIF4A3,411,P38919
IGHMBP2,993,P38935
CDKN1A,164,P38936
RPS19,145,P39019
RPL3,403,P39023
COL15A1,1388,P39059
COL18A1,1754,P39060
GRIK1,918,P39086
MPV17,176,P39210
DDOST,456,P39656
ANP32A,249,P39687
FEN1,380,P39748
PLA2G5,138,P39877
CUX1,1505,P39880
MMP12,470,P39900
GDNF,211,P39905
CAPG,348,P40121
CAP2,477,P40123
DCT,519,P40126
ADCY8,1251,P40145
IL6ST,918,P40189
GP5,560,P40197
CEACAM3,252,P40198
CEACAM6,344,P40199
CD96,585,P40200
MYCNOS,109,P40205
TXLNA,546,P40222
THPO,353,P40225
CCT6A,531,P40227
MPL,635,P40238
CD79B,229,P40259
NNMT,264,P40261
IFI27,122,P40305
PSMB10,273,P40306
CTRL,264,P40313
VHL,213,P40337
ADH7,386,P40394
PBX1,430,P40424
PBX2,430,P40425
PBX3,434,P40426
RPL13A,203,P40429
ARL1,181,P40616
ARL4A,200,P40617
MLH1,756,P40692
STAT3,770,P40763
USP8,1118,P40818
PEX19,299,P40855
SLC26A3,764,P40879
MDH1,334,P40925
MDH2,338,P40926
IL15,162,P40933
RFC5,340,P40937
RFC3,356,P40938
HADHA,763,P40939
PMEL,661,P40967
CCNF,786,P41002
EIF2S3,472,P41091
ID1,155,P41134
OPRD1,372,P41143
OPRK1,380,P41145
OPRL1,370,P41146
LEP,167,P41159
ETV5,510,P41161
ETV3,512,P41162
CASR,1078,P41180
AQP2,271,P41181
BCL6,706,P41182
CETN2,172,P41208
ETV6,452,P41212
EIF2D,584,P41214
CD200,278,P41217
MNDA,407,P41218
PRPH,470,P41219
RGS2,211,P41220
WNT5A,380,P41221
PTGDS,190,P41222
BUD31,144,P41223
SOX3,446,P41225
UBA7,1012,P41226
NAA10,235,P41227
KDM5C,1560,P41229
P2RY2,377,P41231
HNF4A,474,P41235
PPP1R2,205,P41236
APOBEC1,236,P41238
CSK,450,P41240
PNPLA4,253,P41247
GARS,739,P41250
IARS,1262,P41252
NBL1,181,P41271
TNFSF9,254,P41273
MAP3K8,467,P41279
FOLR3,243,P41439
SLC19A1,591,P41440
EIF1,113,P41567
ADCYAP1R1,468,P41586
VIPR2,438,P41587
GRM5,1212,P41594
HTR2B,481,P41595
CCR2,374,P41597
TSPAN7,249,P41732
PRKCI,596,P41743
MC3R,323,P41968
ELK3,407,P41970
ACTR1B,376,P42025
CD86,329,P42081
ECI1,302,P42126
ASIP,132,P42127
TMPO,694,P42166
STAT1,750,P42224
STAT6,847,P42226
STAT5A,794,P42229
GRIA1,906,P42261
GRIA2,883,P42262
GRIA3,894,P42263
MTREX,1042,P42285
AKR1C3,323,P42330
ARHGAP25,645,P42331
PIK3CA,1068,P42336
PIK3CB,1070,P42338
MTOR,2549,P42345
PI4KA,2102,P42356
HAL,657,P42357
EPS15,896,P42566
MLLT3,568,P42568
CASP3,277,P42574
CASP2,452,P42575
DPP6,865,P42658
RPS27,84,P42677
MATK,507,P42679
TEC,631,P42680
TXK,527,P42681
ABL2,1182,P42684
FRK,505,P42685
HELZ,1942,P42694
NCAPD3,1498,P42695
RBM34,430,P42696
IL12RB1,662,P42701
LIFR,1097,P42702
LRPPRC,1394,P42704
ACAA2,397,P42765
RPL35,123,P42766
WAS,502,P42768
CDKN2A,156,P42771
CDKN2B,138,P42772
CDKN2C,168,P42773
PRCP,496,P42785
CXCL5,114,P42830
NSG1,185,P42857
HTT,3142,P42858
ECE1,770,P42892
MTHFR,656,P42898
SLC1A3,542,P43003
SLC1A2,574,P43004
SLC1A1,524,P43005
SLC1A4,532,P43007
GDF5,501,P43026
PAFAH1B1,410,P43034
GUCA1A,201,P43080
PTGFR,359,P43088
PTGER3,390,P43115
PTGER2,358,P43116
PTGIR,386,P43119
MCAM,646,P43121
DCC,1447,P43146
CRAT,626,P43155
CA7,264,P43166
GLP1R,463,P43220
CTSO,321,P43234
CTSK,329,P43235
MATR3,847,P43243
MSH2,934,P43246
GRK6,576,P43250
BTD,543,P43251
ETV4,484,P43268
GPD2,727,P43304
SSR1,286,P43307
SSR2,183,P43308
CRYBB2,205,P43320
RAD52,418,P43351
ALDH3B1,468,P43353
NR4A2,598,P43354
MAGEA1,309,P43355
MAGEA2,314,P43356
MAGEA3,314,P43357
MAGEA4,317,P43358
MAGEA5,124,P43359
MAGEA6,314,P43360
MAGEA8,318,P43361
MAGEA9,315,P43362
MAGEA10,369,P43363
MAGEA11,429,P43364
MAGEA12,314,P43365
MAGEB1,347,P43366
PTPN9,593,P43378
ZAP70,619,P43403
SYK,635,P43405
RANBP1,201,P43487
TNFRSF4,277,P43489
NAMPT,491,P43490
KIR2DL1,348,P43626
KIR2DL2,348,P43627
KIR2DL3,341,P43628
KIR3DL1,444,P43629
KIR3DL2,455,P43630
KIR2DS2,304,P43631
KIR2DS4,304,P43632
AFM,599,P43652
LPAR6,344,P43657
CHRNA4,627,P43681
PSMC4,418,P43686
GATA4,442,P43694
NKX2-1,371,P43699
TSFM,325,P43897
TNNT3,269,P45378
TNNT2,298,P45379
ASPA,313,P45381
MMP13,471,P45452
ABCG1,678,P45844
PPIC,212,P45877
VDAC2,294,P45880
ACADSB,432,P45954
CBX5,191,P45973
USP5,858,P45974
MAPK8,427,P45983
MAPK9,424,P45984
MAP2K4,399,P45985
MKI67,3256,P46013
PHKA2,1235,P46019
PHKA1,1223,P46020
SLC15A1,708,P46059
RANGAP1,587,P46060
RECQL,649,P46063
NOP2,812,P46087
GPR3,330,P46089
GPR1,355,P46091
CCR10,362,P46092
GPR4,362,P46093
XCR1,333,P46094
GPR6,362,P46095
HTR3A,478,P46098
ATRX,2492,P46100
CRK,304,P46108
CRKL,303,P46109
MTIF2,727,P46199
BAG6,1132,P46379
GSTM5,218,P46439
NSF,744,P46459
CDKN1B,198,P46527
NOTCH1,2555,P46531
ASMT,345,P46597
BDKRB1,353,P46663
IER3,156,P46695
SLCO1A2,670,P46721
MAP2K3,347,P46734
BRCC3,316,P46736
RPL27A,148,P46776
RPL5,297,P46777
RPL21,160,P46778
RPL28,137,P46779
RPS9,194,P46781
RPS5,204,P46782
RPS10,165,P46783
MAP1B,2468,P46821
GNPDA1,289,P46926
NEDD4,1319,P46934
YAP1,504,P46937
UTRN,3433,P46939
IQGAP1,1657,P46940
HAAO,286,P46952
GYG1,350,P46976
STT3A,705,P46977
GALR1,349,P47211
RABIF,123,P47224
CSN1S1,185,P47710
PLA2G4A,749,P47712
RAP1GAP,663,P47736
CAPZA2,286,P47755
CAPZB,277,P47756
GPR12,334,P47775
RGR,291,P47804
EIF1AX,144,P47813
GABRA2,451,P47869
GABRB2,512,P47870
GCGR,477,P47871
SCTR,440,P47872
OMP,163,P47874
OR3A1,315,P47881
OR3A4P,348,P47883
OR1D4,311,P47884
OR1E2,323,P47887
OR3A3,321,P47888
OR1G1,313,P47890
OR3A2,321,P47893
ALDH1A3,512,P47895
QARS,775,P47897
HTR5A,357,P47898
P2RY1,373,P47900
AVPR1B,424,P47901
CDX1,265,P47902
RPL29,159,P47914
ID4,161,P47928
LGALS7,136,P47929
MT4,62,P47944
NPTX2,431,P47972
ZFP36L2,494,P47974
UQCRFS1,274,P47985
XDH,1333,P47989
XCL1,114,P47992
FASLG,281,P48023
SLC6A8,635,P48029
MTNR1A,350,P48039
ATP5PO,213,P48047
KCNJ1,391,P48048
KCNJ4,445,P48050
KCNJ6,423,P48051
CPA2,419,P48052
GRIA4,902,P48058
LIMS1,325,P48059
GLIPR1,266,P48060
CXCL12,93,P48061
SLC6A12,614,P48065
SLC6A11,632,P48066
SLC6A9,706,P48067
NPBWR1,328,P48145
NPBWR2,333,P48146
PREP,710,P48147
ME1,572,P48163
GJA8,433,P48165
GLRB,497,P48167
GABRA4,554,P48169
IREB2,963,P48200
ATP5MC3,142,P48201
TM4SF4,202,P48230
REG1B,166,P48304
TFPI2,235,P48307
LEPR,1165,P48357
RFX2,723,P48378
RFX3,749,P48380
RFX5,616,P48382
PIP4K2A,406,P48426
SOX2,317,P48431
SOX9,509,P48436
RXRG,463,P48443
ARCN1,511,P48444
ALDH3B2,385,P48448
LSS,732,P48449
PPP3CC,512,P48454
GCLC,637,P48506
GCLM,274,P48507
CD151,253,P48509
PCP4,62,P48539
KCNJ5,419,P48544
GIPR,466,P48546
KCNC1,511,P48547
KCNJ3,501,P48549
IFNAR2,515,P48551
NRIP1,1158,P48552
TRAPPC10,1259,P48553
PSMD8,350,P48556
SERPINB4,390,P48594
SERPINB10,397,P48595
PRRC2A,2157,P48634
GSS,474,P48637
CCT5,541,P48643
NMU,174,P48645
PTDSS1,473,P48651
SLC1A6,564,P48664
KRT6C,564,P48668
NES,1621,P48681
HSPA13,471,P48723
AMT,403,P48728
CSNK1A1,337,P48729
CSNK1D,415,P48730
IDH2,452,P48735
PIK3CG,1102,P48736
PITPNB,271,P48739
MASP1,699,P48740
HSPA7,367,P48741
LHX1,406,P48742
NOV,357,P48745
SLC4A3,1232,P48751
SLC9A3,834,P48764
TDO2,406,P48775
TNNI2,182,P48788
CD97,835,P48960
TRPC1,793,P48995
POLD2,469,P49005
MARCKSL1,195,P49006
HCAR3,387,P49019
PXN,591,P49023
CAMLG,296,P49069
NR2C2,596,P49116
MAPKAPK2,400,P49137
NPY2R,381,P49146
DNASE1L1,302,P49184
ALDH9A1,494,P49189
PTH2R,550,P49190
RPL34,117,P49207
TGM4,684,P49221
SPINT3,89,P49223
CX3CR1,355,P49238
RPIA,311,P49247
LMAN1,510,P49257
SLC11A1,550,P49279
SLC11A2,568,P49281
MTNR1B,362,P49286
NASP,788,P49321
FMO5,533,P49326
FASN,2511,P49327
POU3F4,361,P49335
CDK8,464,P49336
FNTA,379,P49354
FNTB,437,P49356
DHPS,369,P49366
CCT3,545,P49368
MRPL19,292,P49406
ARRB1,418,P49407
TUFM,452,P49411
AMPH,695,P49418
ALDH7A1,539,P49419
CDC34,236,P49427
INPP1,399,P49441
CYB561,251,P49447
GLUD2,558,P49448
CENPA,140,P49450
CENPF,3210,P49454
SRP9,86,P49458
UBE2A,152,P49459
PCYT1A,367,P49585
AARS,968,P49588
CARS,748,P49589
HARS2,506,P49590
SARS,514,P49591
PPM1F,454,P49593
DGKG,791,P49619
TTPA,278,P49638
HOXA1,335,P49639
EVX1,407,P49640
MAN2A2,1150,P49641
PRIM1,420,P49642
PRIM2,509,P49643
CASP4,377,P49662
CSNK1E,416,P49674
STAR,285,P49675
CXCR3,368,P49682
PRLHR,370,P49683
GPR15,360,P49685
ARL4D,201,P49703
CTCF,727,P49711
CEBPA,358,P49715
CEBPD,269,P49716
PSMB3,205,P49720
PSMB2,201,P49721
MCM2,904,P49736
THBS3,956,P49746
COMP,757,P49747
ACADVL,655,P49748
YLPM1,2146,P49750
ACOT2,483,P49753
VPS41,854,P49754
TMED10,219,P49755
RBM25,843,P49756
NUMB,651,P49757
RGS6,472,P49758
CLK1,484,P49759
CLK2,499,P49760
CLK3,638,P49761
PGF,221,P49763
VEGFB,207,P49765
VEGFC,419,P49767
PSEN1,467,P49768
EIF2B2,351,P49770
FLT3LG,235,P49771
HINT1,126,P49773
RARRES1,294,P49788
FHIT,147,P49789
NUP153,1475,P49790
RANBP2,3224,P49792
RGS19,217,P49795
RGS3,1198,P49796
RGS4,205,P49798
RGS7,495,P49802
PSEN2,448,P49810
TSC2,1807,P49815
NDUFV1,464,P49821
GSK3A,483,P49840
GSK3B,420,P49841
STK19,368,P49842
TAF6,677,P49848
KLK7,253,P49862
GZMK,264,P49863
SULT1E1,294,P49888
DIO1,249,P49895
SMCP,116,P49901
NT5C2,561,P49902
SEPHS1,392,P49903
SELENOP,381,P49908
ZNF165,485,P49910
CAMP,170,P49913
MTHFS,203,P49914
GMPS,693,P49915
LIG3,1009,P49916
LIG4,911,P49917
CDKN1C,316,P49918
MRE11,708,P49959
ENTPD1,510,P49961
AGTR2,363,P50052
KHK,298,P50053
RBP2,134,P50120
HNMT,292,P50135
GNAQ,359,P50148
GNG4,75,P50150
GNG10,68,P50151
IDH3A,366,P50213
MNX1,401,P50219
MEOX1,254,P50221
MEOX2,304,P50222
SULT1A1,295,P50225
SULT1A2,295,P50226
CRIP1,77,P50238
MMP14,582,P50281
PPOX,477,P50336
NPY4R,375,P50391
GDI2,445,P50395
EMD,254,P50402
HTR6,440,P50406
CPT1A,773,P50416
GATM,423,P50440
SLC26A2,739,P50443
SERPINB8,374,P50452
SERPINB9,376,P50453
SERPINH1,418,P50454
LHX2,406,P50458
CSRP3,194,P50461
PDLIM4,330,P50479
ST13,369,P50502
MXI1,228,P50539
PEX5,639,P50542
ERF,548,P50548
ETV1,477,P50549
VASP,380,P50552
ASCL1,236,P50553
DNM2,870,P50570
METAP2,478,P50579
NUDT2,147,P50583
TNFSF10,281,P50591
TUB,506,P50607
CDK7,346,P50613
TOB1,345,P50616
HLCS,726,P50747
KNTC1,2209,P50748
RASSF2,326,P50749
CDK9,372,P50750
LRBA,2863,P50851
RNF144A,292,P50876
BCAM,628,P50895
PPT1,306,P50897
RPL14,215,P50914
CCT8,548,P50990
CCT4,539,P50991
ATP1A2,1020,P50993
ANXA11,505,P50995
PAPOLA,745,P51003
FXR1,621,P51114
FXR2,673,P51116
GZMM,257,P51124
RAB5C,216,P51148
RAB7A,207,P51149
RAB9A,201,P51151
RAB13,203,P51153
RAB28,221,P51157
RAB27A,221,P51159
PDE6C,858,P51160
FABP6,128,P51161
ATP4B,291,P51164
SCNN1B,640,P51168
SCNN1G,649,P51170
SCNN1D,638,P51172
PLCD1,756,P51178
DAP,102,P51397
DAP3,398,P51398
RORC,518,P51449
BLK,505,P51451
DUSP3,185,P51452
INSL3,131,P51460
ZNF80,273,P51504
ZNF81,661,P51508
MMP15,669,P51511
MMP16,607,P51512
NOVA1,510,P51513
ZNF83,516,P51522
ZNF84,738,P51523
DNA2,1060,P51530
SMARCA2,1590,P51531
SMARCA4,1647,P51532
IDH3G,393,P51553
GALK1,392,P51570
SSR4,173,P51571
BCAP31,246,P51572
P2RX1,399,P51575
TPMT,245,P51580
P2RY4,365,P51582
BRCA2,3418,P51587
CYP2J2,502,P51589
RENBP,427,P51606
MECP2,486,P51608
HCFC1,2035,P51610
IRAK1,712,P51617
CAV2,162,P51636
ALDH3A2,485,P51648
ALDH5A1,535,P51649
GPC3,580,P51654
HSD17B4,736,P51659
PSMD7,324,P51665
UBE2D1,147,P51668
CCL11,97,P51671
GPM6A,278,P51674
CCR3,355,P51677
CCR4,360,P51679
CCR5,352,P51681
CCR6,374,P51684
CCR8,355,P51685
CCR9,369,P51686
SUOX,545,P51687
SGSH,502,P51688
ARSD,593,P51689
ARSE,589,P51690
STAT5B,787,P51692
APLP1,650,P51693
USP11,963,P51784
ZNF157,506,P51786
KCNQ1,676,P51787
CLCN2,898,P51788
CLCN3,818,P51790
CLCN4,760,P51793
CLCN5,746,P51795
CLCN6,869,P51797
CLCN7,805,P51798
CLCNKA,687,P51800
CLCNKB,687,P51801
PLXNA3,1871,P51805
DYNLT3,116,P51808
VAMP7,220,P51809
GPR143,404,P51810
XK,444,P51811
RPS6KA3,740,P51812
BMX,675,P51813
ZNF41,821,P51814
ZNF75D,510,P51815
AFF2,1311,P51816
PRKX,358,P51817
AFF1,1210,P51825
AFF3,1226,P51826
ADCY7,1080,P51828
GUCY2F,1108,P51841
NR0B1,470,P51843
TKTL1,596,P51854
AKR1D1,326,P51857
HDGF,240,P51858
CDR1,262,P51861
TDGF1P3,188,P51864
CASP5,434,P51878
LUM,338,P51884
PRELP,382,P51888
CNN1,297,P51911
CCNH,323,P51946
MNAT1,309,P51948
NEK2,445,P51955
NEK3,506,P51956
NEK4,841,P51957
CCNG1,295,P51959
UBE2E1,193,P51965
NDUFA8,172,P51970
HNRNPA3,378,P51991
FUT6,359,P51993
MYOM1,1685,P52179
RND2,227,P52198
PGD,483,P52209
HNRNPM,730,P52272
KPNA2,529,P52292
KPNA1,538,P52294
NCBP2,156,P52298
RAP1GDS1,607,P52306
JAK3,1124,P52333
DGKE,567,P52429
POLR2H,150,P52434
POLR2J,117,P52435
MAP2K6,334,P52564
ARHGDIA,204,P52565
ARHGDIB,201,P52566
SLC7A2,658,P52569
AGFG1,562,P52594
HNRNPF,415,P52597
STAT2,851,P52630
GTF2A1,376,P52655
GTF2A2,109,P52657
MSH6,1360,P52701
KIF11,1056,P52732
VAV2,878,P52735
ZNF133,654,P52736
ZNF136,540,P52737
ZNF140,457,P52738
ZNF131,623,P52739
ZNF132,706,P52740
ZNF134,427,P52741
ZNF135,658,P52742
ZNF137P,207,P52743
ZNF138,262,P52744
ZNF142,1687,P52746
ZNF143,638,P52747
RBM5,815,P52756
CHN2,468,P52757
RIDA,137,P52758
SMS,366,P52788
HK2,917,P52789
HK3,923,P52790
EFNA3,238,P52797
EFNA4,201,P52798
EFNB2,333,P52799
EFNA5,228,P52803
MRPL12,198,P52815
STC1,247,P52823
DGKQ,942,P52824
NDST1,882,P52848
NDST2,883,P52849
THOP1,689,P52888
AKR1C2,323,P52895
CAPZA1,286,P52907
HMGA2,109,P52926
CRIP2,208,P52943
PDX1,283,P52945
NUP98,1817,P52948
GBX2,348,P52951
NKX2-5,324,P52952
LBX1,281,P52954
ART1,327,P52961
BLVRA,296,P53004
SLC25A1,311,P53007
PPP5C,499,P53041
PLK1,603,P53350
DAPK1,1430,P53355
ARFIP2,341,P53365
ARFIP1,373,P53367
NUDT6,316,P53370
NUBP1,320,P53384
ACLY,1101,P53396
COL4A4,1690,P53420
FOSB,338,P53539
CEBPG,150,P53567
METAP1,386,P53582
SUCLG1,346,P53597
MVD,400,P53602
PGGT1B,377,P53609
RABGGTB,331,P53611
COPB1,953,P53618
COPA,1224,P53621
CTSC,463,P53634
LIMK1,647,P53667
LIMK2,638,P53671
CRYBA2,197,P53672
CRYBA4,196,P53673
CRYBB1,252,P53674
CLTCL1,1640,P53675
AP3M2,418,P53677
AP2S1,142,P53680
HCCS,268,P53701
ITGA8,1063,P53708
MAPK12,367,P53778
MAPK10,464,P53779
SLC5A3,718,P53794
PTTG1IP,180,P53801
POLR2K,58,P53803
TTC3,2025,P53804
RCAN1,252,P53805
SMTN,917,P53814
PLA2G16,162,P53816
SLC16A1,500,P53985
IST1,364,P53990
SEC24C,1094,P53992
SUB1,127,P53999
POLG,1239,P54098
CLNS1A,237,P54105
CRISP1,249,P54107
CRISP3,245,P54108
BLM,1417,P54132
RARS,660,P54136
HIRA,1017,P54198
SLC18A1,525,P54219
ATXN3,361,P54252
ATXN1,815,P54253
HAP1,671,P54257
ATN1,1190,P54259
TERF1,439,P54274
PMS1,932,P54277
PMS2,862,P54278
CACNB3,484,P54284
CACNA2D1,1103,P54289
MYOM2,1465,P54296
PNLIPRP1,467,P54315
PNLIPRP2,469,P54317
OAZ1,228,P54368
YARS,528,P54577
USP14,494,P54578
PRKAG1,331,P54619
PRKAA2,552,P54646
HSPA2,639,P54652
BCAT1,386,P54687
ATP12A,1039,P54707
ATP1B3,279,P54709
FXYD2,66,P54710
RAD23A,363,P54725
RAD23B,409,P54727
PDE1A,535,P54750
EPHB3,998,P54753
EPHA5,1037,P54756
EPHB4,987,P54760
EPHB1,984,P54762
EPHA4,986,P54764
DVL1P1,670,P54792
ARSF,590,P54793
NAGLU,743,P54802
GALC,685,P54803
AK2,239,P54819
PRRX1,245,P54821
GAS1,345,P54826
PTPN5,565,P54829
GYS2,703,P54840
NRL,237,P54845
EMP1,157,P54849
EMP2,167,P54851
EMP3,163,P54852
UGT2B15,530,P54855
HMGCS2,508,P54868
ALDH18A1,795,P54886
NAPA,295,P54920
ADPRH,357,P54922
SLURP1,103,P55000
MFAP2,183,P55001
AIF1,147,P55008
EIF5,431,P55010
SLC12A2,1212,P55011
SLC12A3,1021,P55017
PSMD4,377,P55036
DRG2,364,P55039
GEM,296,P55040
RRAD,308,P55042
NR1H2,460,P55055
APOC4,127,P55056
PLTP,493,P55058
CSE1L,971,P55060
TMBIM6,237,P55061
AQP5,265,P55064
VCP,806,P55072
DIO3,304,P55073
FGF8,233,P55075
MFAP1,439,P55081
MFAP3,362,P55082
MFAP4,255,P55083
HADHB,474,P55084
F2RL1,397,P55085
AQP4,323,P55087
UCN,124,P55089
INHBC,352,P55103
GDF10,478,P55107
MANF,182,P55145
MTTP,894,P55157
NCKAP1L,1127,P55160
AFDN,1824,P55196
MLLT10,1068,P55197
MLLT6,1093,P55198
ELL,621,P55199
BRPF1,1214,P55201
NAP1L1,391,P55209
CASP7,303,P55210
CASP9,416,P55211
CASP6,293,P55212
GP2,537,P55259
ADK,362,P55263
ADAR,1226,P55265
LAMB2,1798,P55268
CDKN2D,166,P55273
CDH4,916,P55283
CDH6,790,P55285
CDH8,799,P55286
CDH11,796,P55287
CDH12,794,P55289
CDH13,713,P55290
CDH15,814,P55291
FOXG1,489,P55316
FOXA1,472,P55317
FOXA3,350,P55318
TPD52,224,P55327
LIM2,173,P55344
PRMT2,433,P55345
PKNOX1,436,P55347
SEC13,322,P55735
SNU13,128,P55769
PAX9,341,P55771
CCL23,120,P55773
CCL18,89,P55774
NPEPPS,919,P55786
GFER,205,P55789
HNRNPH2,449,P55795
XG,180,P55808
OXCT1,520,P55809
SH3BGR,239,P55822
UCP2,309,P55851
SUMO3,103,P55854
EIF3B,814,P55884
RAG2,527,P55895
FCGRT,365,P55899
UCP3,312,P55916
BID,195,P55957
ATP5MF,94,P56134
GFRA1,465,P56159
DLX1,255,P56177
DLX5,289,P56178
DLX6,175,P56179
TPTE,551,P56180
NDUFV3,108,P56181
RRP1,461,P56182
MARS,900,P56192
ITGA1,1179,P56199
CTSW,376,P56202
ARPP19,112,P56211
MAZ,477,P56270
CMC4,68,P56277
MTCP1,107,P56278
TCL1A,114,P56279
POLE2,527,P56282
P2RX3,397,P56373
AP1S2,157,P56377
MP68,58,P56378
ATP5F1E,51,P56381
ATP5ME,69,P56385
LGALS4,323,P56470
HDAC4,1084,P56524
EIF6,245,P56537
CAV3,151,P56539
CTBP2,445,P56545
DSCR4,118,P56555
NDUFA6,128,P56556
TMEM50B,158,P56557
ARL4C,192,P56559
PEX3,373,P56589
NME5,212,P56597
PER3,1201,P56645
SOX10,466,P56693
KCNQ4,695,P56696
WNT3,355,P56703
WNT3A,352,P56704
WNT4,351,P56705
WNT7B,349,P56706
RP1,2156,P56715
PRSS12,875,P56730
CLDN15,228,P56746
CLDN6,220,P56747
CLDN8,225,P56748
CLDN12,244,P56749
CLDN17,224,P56750
BACE1,501,P56817
EDDM3B,147,P56851
CLDN18,261,P56856
CLDN20,219,P56880
GSC,257,P56915
HSD17B7,341,P56937
BCAR1,870,P56945
STX17,302,P56962
NRG3,720,P56975
RBM11,281,P57052
H2BFS,126,P57053
PIGP,158,P57054
RIPPLY3,190,P57055
SLC37A1,533,P57057
HUNK,714,P57058
SIK1,783,P57059
RWDD2B,319,P57060
PRDM15,1507,P57071
SOX8,446,P57073
UBASH3A,661,P57075
CFAP298,290,P57076
MAP3K7CL,242,P57077
RIPK4,832,P57078
WDR4,412,P57081
TBX4,545,P57082
SCAND1,179,P57086
JAM2,298,P57087
TMEM33,247,P57088
SLC8A3,927,P57103
SYNJ2BP,145,P57105
GEMIN4,1058,P57678
EVC,992,P57679
KLF3,345,P57682
PCBP3,371,P57721
PCBP4,403,P57723
TMPRSS3,454,P57727
RAB38,211,P57729
CARD18,90,P57730
RAB25,213,P57735
CORO7,925,P57737
TCTA,103,P57738
CLDN2,230,P57739
NUP107,925,P57740
GSDMD,484,P57764
SNX16,344,P57768
RGS8,180,P57771
EEFSEC,596,P57772
GJA9,515,P57773
FBXW4,412,P57775
KCNK10,538,P57789
CABP4,275,P57796
SESN2,480,P58004
SESN3,492,P58005
FOXL2,376,P58012
SPINK7,85,P58062
EPPK1,5088,P58107
INHBE,350,P58166
OR1D5,312,P58170
OR2B6,313,P58173
OR4D2,307,P58180
OR10A3,314,P58181
OR12D2,307,P58182
LOXL3,753,P58215
PROK1,105,P58294
VSX2,361,P58304
ZNF121,390,P58317
ANTXR2,489,P58335
MLF1,268,P58340
ADAMTS12,1594,P58397
NXPH1,271,P58417
CLRN1,232,P58418
FAM3B,235,P58499
C21orf58,322,P58505
SMIM11A,58,P58511
LINC01547,204,P58512
LINC00158,81,P58513
MTPN,118,P58546
FXYD7,80,P58549
FXYD6P3,94,P58550
YBEY,167,P58557
EVA1C,441,P58658
SLC26A5,744,P58743
TIRAP,221,P58753
RHBDL3,404,P58872
HIST1H2BD,126,P58876
DSCR9,149,P59020
DSCR10,87,P59022
RTP1,263,P59025
LINC00310,64,P59036
LINC00313,77,P59037
NLRP6,892,P59044
NLRP11,1033,P59045
NLRP12,1061,P59046
NLRP5,1200,P59047
BRWD1-AS2,145,P59051
B3GALT5-AS1,145,P59052
CHMP4BP1,171,P59074
LINC00205,165,P59089
TSPEAR-AS2,65,P59090
LINC00315,139,P59091
STARD6,220,P59095
DAOA,153,P59103
RAB15,212,P59190
TPPP2,170,P59282
ADAMTS20,1910,P59510
TAS2R38,333,P59533
TAS2R39,338,P59534
TAS2R40,323,P59535
TAS2R41,307,P59536
TAS2R43,309,P59537
TAS2R31,309,P59538
TAS2R45,299,P59539
TAS2R46,309,P59540
TAS2R30,319,P59541
TAS2R19,299,P59542
TAS2R20,309,P59543
TAS2R50,299,P59544
TAS2R60,318,P59551
FXYD4,89,P59646
