Dm_FBgn,CG,name,len
FBgn0050196,CG30196,CG30196,147
FBgn0050197,CG30197,CG30197,113
FBgn0050203,CG30203,CG30203,924
FBgn0040337,CG3021,CG3021,389
FBgn0050222,CG30222,CG30222,375
FBgn0050259,CG30259,CG30259,540
FBgn0050265,CG30265,CG30265,485
FBgn0050268,CG30268,CG30268,1240
FBgn0050269,CG30269,CG30269,144
FBgn0061435,CG30270,CG30270,146
FBgn0050271,CG30271,CG30271,501
FBgn0050273,CG30273,CG30273,128
FBgn0050274,CG30274,CG30274,468
FBgn0050275,CG30275,CG30275,1298
FBgn0050278,CG30278,CG30278,275
FBgn0050280,CG30280,CG30280,288
FBgn0050281,CG30281,CG30281,291
FBgn0260477,CG30283,CG30283,273
FBgn0050284,CG30284,CG30284,353
FBgn0050285,CG30285,CG30285,112
FBgn0050286,CG30286,CG30286,277
FBgn0050287,CG30287,CG30287,284
FBgn0050288,CG30288,CG30288,282
FBgn0050289,CG30289,CG30289,316
FBgn0050291,CG30291,CG30291,509
FBgn0029928,CG3032,CG3032,431
FBgn0050323,CG30323,CG30323,306
FBgn0050324,CG30324,CG30324,164
FBgn0050325,CG30325,CG30325,750
FBgn0050334,CG30334,CG30334,130
FBgn0050338,CG30338,CG30338,288
FBgn0050339,CG30339,CG30339,308
FBgn0050340,CG30340,CG30340,396
FBgn0050343,CG30343,CG30343,170
FBgn0050344,CG30344,CG30344,507
FBgn0050345,CG30345,CG30345,496
FBgn0050349,CG30349,CG30349,620
FBgn0050350,CG30350,CG30350,369
FBgn0050355,CG30355,CG30355,186
FBgn0050356,CG30356,CG30356,149
FBgn0050357,CG30357,CG30357,451
FBgn0031645,CG3036,CG3036,493
FBgn0050369,CG30369,CG30369,87
FBgn0050371,CG30371,CG30371,399
FBgn0050373,CG30373,CG30373,158
FBgn0050375,CG30375,CG30375,398
FBgn0050376,CG30376,CG30376,226
FBgn0050377,CG30377,CG30377,897
FBgn0050378,CG30378,CG30378,148
FBgn0050379,CG30379,CG30379,295
FBgn0040373,CG3038,CG3038,388
FBgn0050380,CG30380,CG30380,101
FBgn0050382,CG30382,CG30382,244
FBgn0050383,CG30383,CG30383,254
FBgn0050384,CG30384,CG30384,708
FBgn0050385,CG30385,CG30385,536
FBgn0050389,CG30389,CG30389,1037
FBgn0050391,CG30391,CG30391,338
FBgn0050392,CG30392,CG30392,223
FBgn0050393,CG30393,CG30393,354
FBgn0050394,CG30394,CG30394,831
FBgn0050395,CG30395,CG30395,906
FBgn0050398,CG30398,CG30398,267
FBgn0029925,CG3040,CG3040,238
FBgn0050403,CG30403,CG30403,302
FBgn0050411,CG30411,CG30411,141
FBgn0050412,CG30412,CG30412,301
FBgn0050413,CG30413,CG30413,122
FBgn0050414,CG30414,CG30414,305
FBgn0050416,CG30416,CG30416,539
FBgn0050419,CG30419,CG30419,297
FBgn0050423,CG30423,CG30423,126
FBgn0050424,CG30424,CG30424,389
FBgn0043792,CG30427,CG30427,506
FBgn0050428,CG30428,CG30428,263
FBgn0050429,CG30429,CG30429,305
FBgn0050430,CG30430,CG30430,51
FBgn0050431,CG30431,CG30431,418
FBgn0050432,CG30432,CG30432,133
FBgn0050440,CG30440,CG30440,1057
FBgn0050447,CG30447,CG30447,174
FBgn0034703,CG3045,CG3045,499
FBgn0050456,CG30456,CG30456,682
FBgn0050457,CG30457,CG30457,189
FBgn0050458,CG30458,CG30458,145
FBgn0050460,CG30460,CG30460,1868
FBgn0050461,CG30461,CG30461,225
FBgn0050466,CG30466,CG30466,405
FBgn0050467,CG30467,CG30467,521
FBgn0050471,CG30471,CG30471,735
FBgn0050472,CG30472,CG30472,212
FBgn0050479,CG30479,CG30479,107
FBgn0050480,CG30480,CG30480,920
FBgn0050484,CG30484,CG30484,912
FBgn0050485,CG30485,CG30485,975
FBgn0050486,CG30486,CG30486,263
FBgn0050487,CG30487,CG30487,198
FBgn0050491,CG30491,CG30491,331
FBgn0050495,CG30495,CG30495,331
FBgn0050496,CG30496,CG30496,635
FBgn0050503,CG30503,CG30503,173
FBgn0038195,CG3061,CG3061,370
FBgn0025612,CG3062,CG3062,252
FBgn0034946,CG3065,CG3065,400
FBgn0023527,CG3071,CG3071,535
FBgn0031457,CG3077,CG3077,326
FBgn0023524,CG3078,CG3078,765
FBgn0025613,CG3081,CG3081,583
FBgn0034816,CG3085,CG3085,432
FBgn0036015,CG3088,CG3088,252
FBgn0029608,CG3091,CG3091,303
FBgn0034835,CG3092,CG3092,347
FBgn0029804,CG3097,CG3097,445
FBgn0051007,CG31007,CG31007,176
FBgn0051008,CG31008,CG31008,114
FBgn0051010,CG31010,CG31010,254
FBgn0051013,CG31013,CG31013,534
FBgn0051016,CG31016,CG31016,536
FBgn0051019,CG31019,CG31019,659
FBgn0051021,CG31021,CG31021,453
FBgn0051028,CG31028,CG31028,1154
FBgn0051029,CG31029,CG31029,905
FBgn0051030,CG31030,CG31030,423
FBgn0051036,CG31036,CG31036,1007
FBgn0051038,CG31038,CG31038,730
FBgn0031473,CG3104,CG3104,321
FBgn0051041,CG31041,CG31041,198
FBgn0051050,CG31050,CG31050,81
FBgn0051051,CG31051,CG31051,218
FBgn0051053,CG31053,CG31053,219
FBgn0051055,CG31055,CG31055,436
FBgn0030148,CG3106,CG3106,742
FBgn0051064,CG31064,CG31064,877
FBgn0051068,CG31068,CG31068,751
FBgn0033005,CG3107,CG3107,1034
FBgn0051075,CG31075,CG31075,508
FBgn0051076,CG31076,CG31076,182
FBgn0051077,CG31077,CG31077,988
FBgn0029807,CG3108,CG3108,1132
FBgn0051086,CG31086,CG31086,148
FBgn0051087,CG31087,CG31087,417
FBgn0051088,CG31088,CG31088,70
FBgn0051089,CG31089,CG31089,421
FBgn0051091,CG31091,CG31091,424
FBgn0051093,CG31093,CG31093,145
FBgn0051097,CG31097,CG31097,420
FBgn0051098,CG31098,CG31098,417
FBgn0051099,CG31099,CG31099,400
FBgn0051100,CG31100,CG31100,716
FBgn0051102,CG31102,CG31102,420
FBgn0051103,CG31103,CG31103,506
FBgn0051104,CG31104,CG31104,420
FBgn0051106,CG31106,CG31106,513
FBgn0051109,CG31109,CG31109,198
FBgn0051111,CG31111,CG31111,269
FBgn0051115,CG31115,CG31115,290
FBgn0051121,CG31121,CG31121,911
FBgn0051122,CG31122,CG31122,663
FBgn0051125,CG31125,CG31125,391
FBgn0051126,CG31126,CG31126,150
FBgn0051128,CG31128,CG31128,166
FBgn0051131,CG31131,CG31131,379
FBgn0051139,CG31139,CG31139,397
FBgn0051140,CG31140,CG31140,1571
FBgn0051141,CG31141,CG31141,253
FBgn0047114,CG31142,CG31142,155
FBgn0051145,CG31145,CG31145,982
FBgn0051156,CG31156,CG31156,948
FBgn0051157,CG31157,CG31157,387
FBgn0051161,CG31161,CG31161,459
FBgn0031471,CG3117,CG3117,347
FBgn0051174,CG31174,CG31174,203
FBgn0051176,CG31176,CG31176,460
FBgn0064912,CG31178,CG31178,217
FBgn0051183,CG31183,CG31183,1417
FBgn0051189,CG31189,CG31189,258
FBgn0031466,CG3119,CG3119,355
FBgn0051191,CG31191,CG31191,495
FBgn0051195,CG31195,CG31195,807
FBgn0051198,CG31198,CG31198,940
FBgn0051199,CG31199,CG31199,293
FBgn0051200,CG31200,CG31200,284
FBgn0051204,CG31204,CG31204,491
FBgn0051205,CG31205,CG31205,274
FBgn0051206,CG31206,CG31206,198
FBgn0051207,CG31207,CG31207,258
FBgn0034957,CG3121,CG3121,708
FBgn0051211,CG31211,CG31211,893
FBgn0051213,CG31213,CG31213,1809
FBgn0051219,CG31219,CG31219,345
FBgn0051220,CG31220,CG31220,363
FBgn0051221,CG31221,CG31221,254
FBgn0051223,CG31223,CG31223,328
FBgn0051224,CG31224,CG31224,1784
FBgn0051226,CG31226,CG31226,52
FBgn0051229,CG31229,CG31229,195
FBgn0031465,CG3123,CG3123,634
FBgn0051230,CG31230,CG31230,59
FBgn0051231,CG31231,CG31231,679
FBgn0051233,CG31233,CG31233,952
FBgn0051235,CG31235,CG31235,406
FBgn0034840,CG3124,CG3124,283
FBgn0051244,CG31244,CG31244,321
FBgn0051245,CG31245,CG31245,237
FBgn0051248,CG31248,CG31248,251
FBgn0051249,CG31249,CG31249,250
FBgn0051251,CG31251,CG31251,306
FBgn0051253,CG31253,CG31253,379
FBgn0051259,CG31259,CG31259,455
FBgn0051262,CG31262,CG31262,579
FBgn0051265,CG31265,CG31265,266
FBgn0051266,CG31266,CG31266,282
FBgn0051267,CG31267,CG31267,275
FBgn0051268,CG31268,CG31268,434
FBgn0051269,CG31269,CG31269,273
FBgn0051272,CG31272,CG31272,563
FBgn0051274,CG31274,CG31274,280
FBgn0063261,CG31275,CG31275,101
FBgn0051278,CG31278,CG31278,238
FBgn0051279,CG31279,CG31279,454
FBgn0051286,CG31286,CG31286,205
FBgn0051287,CG31287,CG31287,222
FBgn0051288,CG31288,CG31288,428
FBgn0051294,CG31294,CG31294,225
FBgn0051296,CG31296,CG31296,280
FBgn0051300,CG31300,CG31300,422
FBgn0051301,CG31301,CG31301,439
FBgn0051313,CG31313,CG31313,124
FBgn0051321,CG31321,CG31321,601
FBgn0051323,CG31323,CG31323,169
FBgn0051324,CG31324,CG31324,264
FBgn0051326,CG31326,CG31326,520
FBgn0051327,CG31327,CG31327,861
FBgn0051337,CG31337,CG31337,104
FBgn0051342,CG31342,CG31342,994
FBgn0051343,CG31343,CG31343,961
FBgn0051344,CG31344,CG31344,403
FBgn0051345,CG31345,CG31345,213
FBgn0051347,CG31347,CG31347,143
FBgn0051357,CG31357,CG31357,394
FBgn0051358,CG31358,CG31358,474
FBgn0051360,CG31360,CG31360,98
FBgn0051365,CG31365,CG31365,639
FBgn0051368,CG31368,CG31368,1486
FBgn0051370,CG31370,CG31370,396
FBgn0051371,CG31371,CG31371,507
FBgn0051373,CG31373,CG31373,196
FBgn0051380,CG31380,CG31380,405
FBgn0043799,CG31381,CG31381,477
FBgn0051388,CG31388,CG31388,446
FBgn0051391,CG31391,CG31391,480
FBgn0051404,CG31404,CG31404,274
FBgn0051406,CG31406,CG31406,249
FBgn0051407,CG31407,CG31407,156
FBgn0051415,CG31415,CG31415,157
FBgn0051418,CG31418,CG31418,225
FBgn0051419,CG31419,CG31419,238
FBgn0051431,CG31431,CG31431,361
FBgn0051436,CG31436,CG31436,420
FBgn0051437,CG31437,CG31437,265
FBgn0051441,CG31441,CG31441,341
FBgn0051445,CG31445,CG31445,927
FBgn0051446,CG31446,CG31446,237
FBgn0051454,CG31454,CG31454,455
FBgn0051457,CG31457,CG31457,337
FBgn0051459,CG31459,CG31459,246
FBgn0051460,CG31460,CG31460,141
FBgn0051463,CG31463,CG31463,383
FBgn0051464,CG31464,CG31464,232
FBgn0051465,CG31465,CG31465,983
FBgn0051467,CG31467,CG31467,480
FBgn0047351,CG31468,CG31468,80
FBgn0051469,CG31469,CG31469,164
FBgn0051473,CG31473,CG31473,257
FBgn0051475,CG31475,CG31475,418
FBgn0051482,CG31482,CG31482,195
FBgn0027564,CG3149,CG3149,556
FBgn0051493,CG31493,CG31493,246
FBgn0051495,CG31495,CG31495,341
FBgn0051496,CG31496,CG31496,269
FBgn0051510,CG31510,CG31510,1150
FBgn0051515,CG31515,CG31515,129
FBgn0051516,CG31516,CG31516,248
FBgn0047199,CG31517,CG31517,63
FBgn0051522,CG31522,CG31522,392
FBgn0051523,CG31523,CG31523,354
FBgn0051524,CG31524,CG31524,536
FBgn0051525,CG31525,CG31525,316
FBgn0051528,CG31528,CG31528,344
FBgn0051533,CG31533,CG31533,844
FBgn0051538,CG31538,CG31538,563
FBgn0051542,CG31542,CG31542,199
FBgn0051546,CG31546,CG31546,264
FBgn0051548,CG31548,CG31548,256
FBgn0051549,CG31549,CG31549,257
FBgn0051550,CG31550,CG31550,835
FBgn0051551,CG31551,CG31551,1393
FBgn0051559,CG31559,CG31559,454
FBgn0023536,CG3156,CG3156,692
FBgn0051560,CG31560,CG31560,279
FBgn0283728,CG31600,CG31600,233
FBgn0051601,CG31601,CG31601,726
FBgn0051606,CG31606,CG31606,197
FBgn0051609,CG31609,CG31609,123
FBgn0051612,CG31612,CG31612,987
FBgn0051624,CG31624,CG31624,178
FBgn0051626,CG31626,CG31626,285
FBgn0051627,CG31627,CG31627,262
FBgn0034961,CG3163,CG3163,368
FBgn0051633,CG31633,CG31633,408
FBgn0051635,CG31635,CG31635,1805
FBgn0051636,CG31636,CG31636,313
FBgn0051637,CG31637,CG31637,486
FBgn0051638,CG31638,CG31638,704
FBgn0051639,CG31639,CG31639,58
FBgn0025683,CG3164,CG3164,699
FBgn0051642,CG31642,CG31642,557
FBgn0051643,CG31643,CG31643,899
FBgn0051644,CG31644,CG31644,90
FBgn0051648,CG31648,CG31648,241
FBgn0031484,CG3165,CG3165,351
FBgn0031673,CG31650,CG31650,342
FBgn0051659,CG31659,CG31659,192
FBgn0051661,CG31661,CG31661,393
FBgn0051663,CG31663,CG31663,966
FBgn0051664,CG31664,CG31664,606
FBgn0051668,CG31668,CG31668,590
FBgn0051673,CG31673,CG31673,326
FBgn0051674,CG31674,CG31674,327
FBgn0051675,CG31675,CG31675,148
FBgn0051676,CG31676,CG31676,159
FBgn0051677,CG31677,CG31677,158
FBgn0051678,CG31678,CG31678,1417
FBgn0029896,CG3168,CG3168,632
FBgn0051680,CG31680,CG31680,147
FBgn0051681,CG31681,CG31681,264
FBgn0051683,CG31683,CG31683,421
FBgn0051687,CG31687,CG31687,351
FBgn0263355,CG31688,CG31688,714
FBgn0031449,CG31689,CG31689,624
FBgn0051690,CG31690,CG31690,859
FBgn0051693,CG31693,CG31693,688
FBgn0051694,CG31694,CG31694,425
FBgn0051697,CG31697,CG31697,147
FBgn0051698,CG31698,CG31698,151
FBgn0051702,CG31702,CG31702,441
FBgn0051703,CG31703,CG31703,439
FBgn0051704,CG31704,CG31704,68
FBgn0028490,CG31705,CG31705,682
FBgn0051706,CG31706,CG31706,351
FBgn0051709,CG31709,CG31709,208
FBgn0051710,CG31710,CG31710,123
FBgn0051712,CG31712,CG31712,290
FBgn0051715,CG31715,CG31715,121
FBgn0051717,CG31717,CG31717,204
FBgn0051729,CG31729,CG31729,1256
FBgn0051730,CG31730,CG31730,162
FBgn0051735,CG31735,CG31735,312
FBgn0051740,CG31740,CG31740,61
FBgn0051741,CG31741,CG31741,491
FBgn0032618,CG31743,CG31743,329
FBgn0046888,CG31750,CG31750,410
FBgn0086909,CG31751,CG31751,417
FBgn0051752,CG31752,CG31752,410
FBgn0051759,CG31759,CG31759,564
FBgn0029524,CG3176,CG3176,121
FBgn0051760,CG31760,CG31760,1093
FBgn0051769,CG31769,CG31769,311
FBgn0051773,CG31773,CG31773,758
FBgn0028537,CG31775,CG31775,89
FBgn0051776,CG31776,CG31776,630
FBgn0051777,CG31777,CG31777,109
FBgn0051778,CG31778,CG31778,102
FBgn0051780,CG31780,CG31780,464
FBgn0051784,CG31784,CG31784,763
FBgn0051785,CG31785,CG31785,380
FBgn0051787,CG31787,CG31787,232
FBgn0051788,CG31788,CG31788,59
FBgn0051789,CG31789,CG31789,117
FBgn0051792,CG31792,CG31792,1323
FBgn0051793,CG31793,CG31793,1307
FBgn0051797,CG31797,CG31797,868
FBgn0051798,CG31798,CG31798,491
FBgn0051800,CG31800,CG31800,182
FBgn0051802,CG31802,CG31802,186
FBgn0051803,CG31803,CG31803,281
FBgn0051804,CG31804,CG31804,212
FBgn0051805,CG31805,CG31805,641
FBgn0051806,CG31806,CG31806,151
FBgn0051807,CG31807,CG31807,155
FBgn0062978,CG31808,CG31808,56
FBgn0051809,CG31809,CG31809,316
FBgn0051810,CG31810,CG31810,324
FBgn0051812,CG31812,CG31812,233
FBgn0051813,CG31813,CG31813,172
FBgn0051814,CG31814,CG31814,672
FBgn0051815,CG31815,CG31815,443
FBgn0051816,CG31816,CG31816,97
FBgn0028899,CG31817,CG31817,2353
FBgn0028893,CG31819,CG31819,497
FBgn0051820,CG31820,CG31820,62
FBgn0051821,CG31821,CG31821,427
FBgn0051823,CG31823,CG31823,427
FBgn0051826,CG31826,CG31826,268
FBgn0051827,CG31827,CG31827,294
FBgn0051832,CG31832,CG31832,227
FBgn0051835,CG31835,CG31835,349
FBgn0029892,CG3184,CG3184,356
FBgn0051848,CG31848,CG31848,212
FBgn0051849,CG31849,CG31849,487
FBgn0051855,CG31855,CG31855,109
FBgn0051861,CG31861,CG31861,162
FBgn0051862,CG31862,CG31862,182
FBgn0051867,CG31867,CG31867,208
FBgn0051869,CG31869,CG31869,777
FBgn0051870,CG31870,CG31870,79
FBgn0051871,CG31871,CG31871,531
FBgn0051872,CG31872,CG31872,1073
FBgn0051875,CG31875,CG31875,161
FBgn0051882,CG31882,CG31882,121
FBgn0032122,CG31883,CG31883,328
FBgn0032079,CG31886,CG31886,554
FBgn0051897,CG31897,CG31897,1005
FBgn0051898,CG31898,CG31898,333
FBgn0260479,CG31904,CG31904,403
FBgn0051907,CG31907,CG31907,424
FBgn0051908,CG31908,CG31908,392
FBgn0051909,CG31909,CG31909,127
FBgn0023525,CG3191,CG3191,309
FBgn0051910,CG31910,CG31910,262
FBgn0051913,CG31913,CG31913,215
FBgn0051915,CG31915,CG31915,612
FBgn0031668,CG31917,CG31917,151
FBgn0051921,CG31921,CG31921,713
FBgn0051922,CG31922,CG31922,139
FBgn0051924,CG31924,CG31924,236
FBgn0051926,CG31926,CG31926,410
FBgn0051928,CG31928,CG31928,418
FBgn0051933,CG31933,CG31933,673
FBgn0051935,CG31935,CG31935,916
FBgn0031360,CG31937,CG31937,321
FBgn0051948,CG31948,CG31948,372
FBgn0051949,CG31949,CG31949,178
FBgn0051952,CG31952,CG31952,181
FBgn0051954,CG31954,CG31954,277
FBgn0051955,CG31955,CG31955,153
FBgn0051957,CG31957,CG31957,159
FBgn0051960,CG31960,CG31960,148
FBgn0051974,CG31974,CG31974,416
FBgn0051975,CG31975,CG31975,416
FBgn0029887,CG3198,CG3198,438
FBgn0051988,CG31988,CG31988,178
FBgn0038210,CG3199,CG3199,232
FBgn0051997,CG31997,CG31997,148
FBgn0051998,CG31998,CG31998,1459
FBgn0051999,CG31999,CG31999,917
FBgn0052006,CG32006,CG32006,443
FBgn0052017,CG32017,CG32017,482
FBgn0052022,CG32022,CG32022,178
FBgn0052023,CG32023,CG32023,160
FBgn0052024,CG32024,CG32024,209
FBgn0052026,CG32026,CG32026,719
FBgn0043806,CG32032,CG32032,286
FBgn0052036,CG32036,CG32036,173
FBgn0052037,CG32037,CG32037,252
FBgn0052039,CG32039,CG32039,82
FBgn0052040,CG32040,CG32040,313
FBgn0044328,CG32052,CG32052,509
FBgn0052053,CG32053,CG32053,496
FBgn0052054,CG32054,CG32054,563
FBgn0052055,CG32055,CG32055,534
FBgn0052061,CG32061,CG32061,214
FBgn0052066,CG32066,CG32066,324
FBgn0052069,CG32069,CG32069,80
FBgn0052071,CG32071,CG32071,150
FBgn0052073,CG32073,CG32073,109
FBgn0052074,CG32074,CG32074,110
FBgn0052075,CG32075,CG32075,541
FBgn0052079,CG32079,CG32079,457
FBgn0052081,CG32081,CG32081,471
FBgn0052085,CG32085,CG32085,666
FBgn0052086,CG32086,CG32086,491
FBgn0052087,CG32087,CG32087,407
FBgn0052091,CG32091,CG32091,623
FBgn0052095,CG32095,CG32095,429
FBgn0052099,CG32099,CG32099,290
FBgn0052100,CG32100,CG32100,487
FBgn0052102,CG32102,CG32102,88
FBgn0052104,CG32104,CG32104,1215
FBgn0052106,CG32106,CG32106,1413
FBgn0052107,CG32107,CG32107,980
FBgn0052109,CG32109,CG32109,231
FBgn0052110,CG32110,CG32110,411
FBgn0052112,CG32112,CG32112,510
FBgn0052115,CG32115,CG32115,475
FBgn0052117,CG32117,CG32117,215
FBgn0052119,CG32119,CG32119,484
FBgn0052121,CG32121,CG32121,648
FBgn0031545,CG3213,CG3213,676
FBgn0052137,CG32137,CG32137,620
FBgn0047178,CG32147,CG32147,224
FBgn0047338,CG32148,CG32148,83
FBgn0052152,CG32152,CG32152,357
FBgn0034568,CG3216,CG3216,1161
FBgn0052161,CG32161,CG32161,228
FBgn0052163,CG32163,CG32163,143
FBgn0052170,CG32170,CG32170,540
FBgn0052176,CG32176,CG32176,581
FBgn0052181,CG32181,CG32181,570
FBgn0052182,CG32182,CG32182,419
FBgn0052187,CG32187,CG32187,409
FBgn0052188,CG32188,CG32188,105
FBgn0052189,CG32189,CG32189,105
FBgn0052191,CG32191,CG32191,564
FBgn0052192,CG32192,CG32192,136
FBgn0052195,CG32195,CG32195,401
FBgn0052196,CG32196,CG32196,195
FBgn0052198,CG32198,CG32198,136
FBgn0052199,CG32199,CG32199,509
FBgn0052201,CG32201,CG32201,520
FBgn0052202,CG32202,CG32202,141
FBgn0052204,CG32204,CG32204,368
FBgn0052206,CG32206,CG32206,1278
FBgn0052212,CG32212,CG32212,111
FBgn0052213,CG32213,CG32213,129
FBgn0052214,CG32214,CG32214,116
FBgn0052219,CG32219,CG32219,150
FBgn0036014,CG3222,CG3222,379
FBgn0052221,CG32221,CG32221,432
FBgn0052225,CG32225,CG32225,295
FBgn0052228,CG32228,CG32228,915
FBgn0037538,CG3223,CG3223,415
FBgn0052232,CG32232,CG32232,975
FBgn0047330,CG32235,CG32235,83
FBgn0046793,CG32236,CG32236,385
FBgn0052237,CG32237,CG32237,911
FBgn0029885,CG3224,CG3224,162
FBgn0052240,CG32240,CG32240,145
FBgn0052241,CG32241,CG32241,415
FBgn0052243,CG32243,CG32243,485
FBgn0052246,CG32246,CG32246,565
FBgn0052248,CG32248,CG32248,182
FBgn0052249,CG32249,CG32249,242
FBgn0031631,CG3225,CG3225,678
FBgn0052259,CG32259,CG32259,163
FBgn0029882,CG3226,CG3226,230
FBgn0052260,CG32260,CG32260,575
FBgn0052262,CG32262,CG32262,273
FBgn0052263,CG32263,CG32263,206
FBgn0052264,CG32264,CG32264,1008
FBgn0052266,CG32266,CG32266,77
FBgn0052267,CG32267,CG32267,49
FBgn0052269,CG32269,CG32269,332
FBgn0052270,CG32270,CG32270,259
FBgn0052271,CG32271,CG32271,248
FBgn0047135,CG32276,CG32276,64
FBgn0052277,CG32277,CG32277,261
FBgn0052278,CG32278,CG32278,111
FBgn0052280,CG32280,CG32280,130
FBgn0052281,CG32281,CG32281,457
FBgn0052284,CG32284,CG32284,102
FBgn0260480,CG32295,CG32295,358
FBgn0052298,CG32298,CG32298,200
FBgn0052299,CG32299,CG32299,134
FBgn0052301,CG32301,CG32301,1111
FBgn0052302,CG32302,CG32302,313
FBgn0052305,CG32305,CG32305,1164
FBgn0052313,CG32313,CG32313,182
FBgn0052318,CG32318,CG32318,164
FBgn0052320,CG32320,CG32320,767
FBgn0052333,CG32333,CG32333,1499
FBgn0063667,CG32335,CG32335,322
FBgn0052344,CG32344,CG32344,827
FBgn0052354,CG32354,CG32354,662
FBgn0052365,CG32365,CG32365,628
FBgn0052368,CG32368,CG32368,88
FBgn0052369,CG32369,CG32369,1066
FBgn0052371,CG32371,CG32371,294
FBgn0052373,CG32373,CG32373,486
FBgn0052374,CG32374,CG32374,299
FBgn0052376,CG32376,CG32376,291
FBgn0052379,CG32379,CG32379,344
FBgn0250849,CG32388,CG32388,79
FBgn0052391,CG32391,CG32391,244
FBgn0052392,CG32392,CG32392,659
FBgn0041232,CG32395,CG32395,371
FBgn0052396,CG32396,CG32396,462
FBgn0052407,CG32407,CG32407,241
FBgn0052409,CG32409,CG32409,349
FBgn0052413,CG32413,CG32413,332
FBgn0052425,CG32425,CG32425,759
FBgn0052428,CG32428,CG32428,238
FBgn0052432,CG32432,CG32432,1307
FBgn0052436,CG32436,CG32436,1737
FBgn0052437,CG32437,CG32437,650
FBgn0052440,CG32440,CG32440,85
FBgn0052441,CG32441,CG32441,227
FBgn0043783,CG32444,CG32444,370
FBgn0052445,CG32445,CG32445,367
FBgn0052447,CG32447,CG32447,658
FBgn0052448,CG32448,CG32448,85
FBgn0052450,CG32450,CG32450,158
FBgn0052452,CG32452,CG32452,574
FBgn0052453,CG32453,CG32453,120
FBgn0260481,CG32454,CG32454,534
FBgn0052457,CG32457,CG32457,163
FBgn0052459,CG32459,CG32459,355
FBgn0031538,CG3246,CG3246,445
FBgn0052461,CG32461,CG32461,252
FBgn0052462,CG32462,CG32462,284
FBgn0052473,CG32473,CG32473,1025
FBgn0052483,CG32483,CG32483,439
FBgn0052485,CG32485,CG32485,222
FBgn0266918,CG32486,CG32486,412
FBgn0052487,CG32487,CG32487,320
FBgn0052488,CG32488,CG32488,307
FBgn0285970,CG32500,CG32500,283
FBgn0052506,CG32506,CG32506,1155
FBgn0052507,CG32507,CG32507,193
FBgn0031622,CG3251,CG3251,495
FBgn0052512,CG32512,CG32512,436
FBgn0052521,CG32521,CG32521,388
FBgn0052523,CG32523,CG32523,262
FBgn0041706,CG3253,CG3253,389
FBgn0052532,CG32532,CG32532,688
FBgn0052533,CG32533,CG32533,1139
FBgn0052536,CG32536,CG32536,219
FBgn0052537,CG32537,CG32537,347
FBgn0052544,CG32544,CG32544,186
FBgn0052547,CG32547,CG32547,1008
FBgn0052548,CG32548,CG32548,385
FBgn0052549,CG32549,CG32549,709
FBgn0052551,CG32551,CG32551,104
FBgn0052554,CG32554,CG32554,239
FBgn0052563,CG32563,CG32563,170
FBgn0052564,CG32564,CG32564,409
FBgn0052568,CG32568,CG32568,325
FBgn0034978,CG3257,CG3257,447
FBgn0052572,CG32572,CG32572,575
FBgn0052573,CG32573,CG32573,392
FBgn0052576,CG32576,CG32576,140
FBgn0052579,CG32579,CG32579,359
FBgn0052581,CG32581,CG32581,283
FBgn0052588,CG32588,CG32588,170
FBgn0052590,CG32590,CG32590,183
FBgn0052591,CG32591,CG32591,392
FBgn0260482,CG32599,CG32599,317
FBgn0052603,CG32603,CG32603,345
FBgn0032986,CG3262,CG3262,293
FBgn0052625,CG32625,CG32625,144
FBgn0052631,CG32631,CG32631,312
FBgn0052633,CG32633,CG32633,285
FBgn0052638,CG32638,CG32638,159
FBgn0052639,CG32639,CG32639,142
FBgn0052640,CG32640,CG32640,132
FBgn0052641,CG32641,CG32641,132
FBgn0052642,CG32642,CG32642,373
FBgn0052643,CG32643,CG32643,101
FBgn0052645,CG32645,CG32645,853
FBgn0052647,CG32647,CG32647,233
FBgn0052650,CG32650,CG32650,346
FBgn0052651,CG32651,CG32651,618
FBgn0052655,CG32655,CG32655,330
FBgn0052668,CG32668,CG32668,863
FBgn0052669,CG32669,CG32669,604
FBgn0052679,CG32679,CG32679,254
FBgn0052681,CG32681,CG32681,1506
FBgn0052683,CG32683,CG32683,804
FBgn0052686,CG32686,CG32686,1082
FBgn0052687,CG32687,CG32687,377
FBgn0052694,CG32694,CG32694,364
FBgn0052695,CG32695,CG32695,79
FBgn0033093,CG3270,CG3270,440
FBgn0267253,CG32700,CG32700,218
FBgn0052706,CG32706,CG32706,230
FBgn0052708,CG32708,CG32708,239
FBgn0052712,CG32712,CG32712,183
FBgn0052713,CG32713,CG32713,184
FBgn0052718,CG32718,CG32718,261
FBgn0052719,CG32719,CG32719,1220
FBgn0052720,CG32720,CG32720,336
FBgn0052726,CG32726,CG32726,60
FBgn0265265,CG32727,CG32727,122
FBgn0052736,CG32736,CG32736,79
FBgn0052750,CG32750,CG32750,523
FBgn0052751,CG32751,CG32751,525
FBgn0052755,CG32755,CG32755,315
FBgn0052756,CG32756,CG32756,459
FBgn0052758,CG32758,CG32758,531
FBgn0052762,CG32762,CG32762,200
FBgn0052767,CG32767,CG32767,1281
FBgn0031518,CG3277,CG3277,789
FBgn0052772,CG32772,CG32772,520
FBgn0052783,CG32783,CG32783,911
FBgn0052786,CG32786,CG32786,911
FBgn0052793,CG32793,CG32793,826
